,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
144998,R169,R168,01-03-02,96 ST,123,IRT,06/21/2020,01:00:00,REGULAR,9440686,9051922
145035,R169,R168,01-03-03,96 ST,123,IRT,06/20/2020,05:00:00,REGULAR,10859547,4326880
145036,R169,R168,01-03-03,96 ST,123,IRT,06/20/2020,09:00:00,REGULAR,10859602,4326952
145037,R169,R168,01-03-03,96 ST,123,IRT,06/20/2020,13:00:00,REGULAR,10859681,4327016
145038,R169,R168,01-03-03,96 ST,123,IRT,06/20/2020,17:00:00,REGULAR,10859782,4327106
145039,R169,R168,01-03-03,96 ST,123,IRT,06/20/2020,21:00:00,REGULAR,10859863,4327168
145040,R169,R168,01-03-03,96 ST,123,IRT,06/21/2020,01:00:00,REGULAR,10859912,4327188
145077,R169,R168,01-03-04,96 ST,123,IRT,06/20/2020,05:00:00,REGULAR,2362837,578490
145078,R169,R168,01-03-04,96 ST,123,IRT,06/20/2020,09:00:00,REGULAR,2362897,578574
145079,R169,R168,01-03-04,96 ST,123,IRT,06/20/2020,13:00:00,REGULAR,2362978,578654
145080,R169,R168,01-03-04,96 ST,123,IRT,06/20/2020,17:00:00,REGULAR,2363129,578760
145081,R169,R168,01-03-04,96 ST,123,IRT,06/20/2020,21:00:00,REGULAR,2363221,578802
145082,R169,R168,01-03-04,96 ST,123,IRT,06/21/2020,01:00:00,REGULAR,2363271,578843
145119,R169,R168,01-03-05,96 ST,123,IRT,06/20/2020,05:00:00,REGULAR,22817688,14770314
145120,R169,R168,01-03-05,96 ST,123,IRT,06/20/2020,09:00:00,REGULAR,22817728,14770402
145121,R169,R168,01-03-05,96 ST,123,IRT,06/20/2020,13:00:00,REGULAR,22817811,14770462
145122,R169,R168,01-03-05,96 ST,123,IRT,06/20/2020,17:00:00,REGULAR,22817906,14770539
145123,R169,R168,01-03-05,96 ST,123,IRT,06/20/2020,21:00:00,REGULAR,22817986,14770577
145124,R169,R168,01-03-05,96 ST,123,IRT,06/21/2020,01:00:00,REGULAR,22818027,14770605
145161,R169,R168,01-05-00,96 ST,123,IRT,06/20/2020,05:00:00,REGULAR,4184,0
145162,R169,R168,01-05-00,96 ST,123,IRT,06/20/2020,09:00:00,REGULAR,4184,0
145163,R169,R168,01-05-00,96 ST,123,IRT,06/20/2020,13:00:00,REGULAR,4184,0
145164,R169,R168,01-05-00,96 ST,123,IRT,06/20/2020,17:00:00,REGULAR,4184,0
145165,R169,R168,01-05-00,96 ST,123,IRT,06/20/2020,21:00:00,REGULAR,4184,0
145166,R169,R168,01-05-00,96 ST,123,IRT,06/21/2020,01:00:00,REGULAR,4184,0
145203,R169,R168,01-05-01,96 ST,123,IRT,06/20/2020,05:00:00,REGULAR,0,1641
145204,R169,R168,01-05-01,96 ST,123,IRT,06/20/2020,09:00:00,REGULAR,0,1641
145205,R169,R168,01-05-01,96 ST,123,IRT,06/20/2020,13:00:00,REGULAR,0,1641
145206,R169,R168,01-05-01,96 ST,123,IRT,06/20/2020,17:00:00,REGULAR,0,1641
145207,R169,R168,01-05-01,96 ST,123,IRT,06/20/2020,21:00:00,REGULAR,0,1641
145208,R169,R168,01-05-01,96 ST,123,IRT,06/21/2020,01:00:00,REGULAR,0,1641
145245,R169,R168,01-07-00,96 ST,123,IRT,06/20/2020,05:00:00,REGULAR,67110862,16777216
145246,R169,R168,01-07-00,96 ST,123,IRT,06/20/2020,09:00:00,REGULAR,67110862,16777216
145247,R169,R168,01-07-00,96 ST,123,IRT,06/20/2020,13:00:00,REGULAR,67110862,16777216
145248,R169,R168,01-07-00,96 ST,123,IRT,06/20/2020,17:00:00,REGULAR,67110862,16777216
145249,R169,R168,01-07-00,96 ST,123,IRT,06/20/2020,21:00:00,REGULAR,67110862,16777216
145250,R169,R168,01-07-00,96 ST,123,IRT,06/21/2020,01:00:00,REGULAR,67110862,16777216
145287,R169,R168,01-07-01,96 ST,123,IRT,06/20/2020,05:00:00,REGULAR,131072,66550
145288,R169,R168,01-07-01,96 ST,123,IRT,06/20/2020,09:00:00,REGULAR,131072,66550
145289,R169,R168,01-07-01,96 ST,123,IRT,06/20/2020,13:00:00,REGULAR,131072,66550
145290,R169,R168,01-07-01,96 ST,123,IRT,06/20/2020,17:00:00,REGULAR,131072,66550
145291,R169,R168,01-07-01,96 ST,123,IRT,06/20/2020,21:00:00,REGULAR,131072,66550
145292,R169,R168,01-07-01,96 ST,123,IRT,06/21/2020,01:00:00,REGULAR,131072,66550
166177,R251,R144,00-00-00,96 ST,6,IRT,06/20/2020,05:00:00,REGULAR,23868807,15666712
166178,R251,R144,00-00-00,96 ST,6,IRT,06/20/2020,09:00:00,REGULAR,23868875,15666809
166179,R251,R144,00-00-00,96 ST,6,IRT,06/20/2020,13:00:00,REGULAR,23868932,15666901
166180,R251,R144,00-00-00,96 ST,6,IRT,06/20/2020,17:00:00,REGULAR,23869054,15667002
166181,R251,R144,00-00-00,96 ST,6,IRT,06/20/2020,21:00:00,REGULAR,23869148,15667088
166182,R251,R144,00-00-00,96 ST,6,IRT,06/21/2020,01:00:00,REGULAR,23869204,15667135
166219,R251,R144,00-00-01,96 ST,6,IRT,06/20/2020,05:00:00,REGULAR,24541362,9060548
166220,R251,R144,00-00-01,96 ST,6,IRT,06/20/2020,09:00:00,REGULAR,24541403,9060597
166221,R251,R144,00-00-01,96 ST,6,IRT,06/20/2020,13:00:00,REGULAR,24541445,9060634
166222,R251,R144,00-00-01,96 ST,6,IRT,06/20/2020,17:00:00,REGULAR,24541515,9060676
166223,R251,R144,00-00-01,96 ST,6,IRT,06/20/2020,21:00:00,REGULAR,24541561,9060704
166224,R251,R144,00-00-01,96 ST,6,IRT,06/21/2020,01:00:00,REGULAR,24541589,9060737
166261,R251,R144,00-00-02,96 ST,6,IRT,06/20/2020,05:00:00,REGULAR,17854106,4552765
166262,R251,R144,00-00-02,96 ST,6,IRT,06/20/2020,09:00:00,REGULAR,17854122,4552780
166263,R251,R144,00-00-02,96 ST,6,IRT,06/20/2020,13:00:00,REGULAR,17854139,4552802
166264,R251,R144,00-00-02,96 ST,6,IRT,06/20/2020,17:00:00,REGULAR,17854196,4552817
166265,R251,R144,00-00-02,96 ST,6,IRT,06/20/2020,21:00:00,REGULAR,17854215,4552838
166266,R251,R144,00-00-02,96 ST,6,IRT,06/21/2020,01:00:00,REGULAR,17854230,4552853
166303,R251,R144,00-03-00,96 ST,6,IRT,06/20/2020,05:00:00,REGULAR,19533035,3672043
166304,R251,R144,00-03-00,96 ST,6,IRT,06/20/2020,09:00:00,REGULAR,19533055,3672061
166305,R251,R144,00-03-00,96 ST,6,IRT,06/20/2020,13:00:00,REGULAR,19533080,3672074
166306,R251,R144,00-03-00,96 ST,6,IRT,06/20/2020,17:00:00,REGULAR,19533124,3672095
166307,R251,R144,00-03-00,96 ST,6,IRT,06/20/2020,21:00:00,REGULAR,19533165,3672110
166308,R251,R144,00-03-00,96 ST,6,IRT,06/21/2020,01:00:00,REGULAR,19533182,3672124
166345,R251,R144,00-03-01,96 ST,6,IRT,06/20/2020,05:00:00,REGULAR,3953190,589048
166346,R251,R144,00-03-01,96 ST,6,IRT,06/20/2020,09:00:00,REGULAR,3953218,589078
166347,R251,R144,00-03-01,96 ST,6,IRT,06/20/2020,13:00:00,REGULAR,3953243,589109
166348,R251,R144,00-03-01,96 ST,6,IRT,06/20/2020,17:00:00,REGULAR,3953307,589131
166349,R251,R144,00-03-01,96 ST,6,IRT,06/20/2020,21:00:00,REGULAR,3953358,589147
166350,R251,R144,00-03-01,96 ST,6,IRT,06/21/2020,01:00:00,REGULAR,3953382,589166
166387,R251,R144,00-03-02,96 ST,6,IRT,06/20/2020,05:00:00,REGULAR,645956280,265669
166388,R251,R144,00-03-02,96 ST,6,IRT,06/20/2020,09:00:00,REGULAR,645956371,265730
166389,R251,R144,00-03-02,96 ST,6,IRT,06/20/2020,13:00:00,REGULAR,645956469,265806
166390,R251,R144,00-03-02,96 ST,6,IRT,06/20/2020,17:00:00,REGULAR,645956650,265862
166391,R251,R144,00-03-02,96 ST,6,IRT,06/20/2020,21:00:00,REGULAR,645956813,265906
166392,R251,R144,00-03-02,96 ST,6,IRT,06/21/2020,01:00:00,REGULAR,645956879,265939
48638,N039,R251,01-00-00,96 ST,BC,IND,06/13/2020,04:00:00,REGULAR,2892775,1012025
48639,N039,R251,01-00-00,96 ST,BC,IND,06/13/2020,08:00:00,REGULAR,2892788,1012030
48640,N039,R251,01-00-00,96 ST,BC,IND,06/13/2020,12:00:00,REGULAR,2892799,1012034
48641,N039,R251,01-00-00,96 ST,BC,IND,06/13/2020,16:00:00,REGULAR,2892848,1012053
48642,N039,R251,01-00-00,96 ST,BC,IND,06/13/2020,20:00:00,REGULAR,2892895,1012074
48643,N039,R251,01-00-00,96 ST,BC,IND,06/14/2020,00:00:00,REGULAR,2892927,1012085
48680,N039,R251,01-00-01,96 ST,BC,IND,06/13/2020,04:00:00,REGULAR,306750,150721
48681,N039,R251,01-00-01,96 ST,BC,IND,06/13/2020,08:00:00,REGULAR,306759,150733
48682,N039,R251,01-00-01,96 ST,BC,IND,06/13/2020,12:00:00,REGULAR,306792,150750
48683,N039,R251,01-00-01,96 ST,BC,IND,06/13/2020,16:00:00,REGULAR,306859,150767
48684,N039,R251,01-00-01,96 ST,BC,IND,06/13/2020,20:00:00,REGULAR,306928,150785
48685,N039,R251,01-00-01,96 ST,BC,IND,06/14/2020,00:00:00,REGULAR,306966,150795
48722,N039,R251,01-00-02,96 ST,BC,IND,06/13/2020,04:00:00,REGULAR,6268686,5951409
48723,N039,R251,01-00-02,96 ST,BC,IND,06/13/2020,08:00:00,REGULAR,6268686,5951443
48724,N039,R251,01-00-02,96 ST,BC,IND,06/13/2020,12:00:00,REGULAR,6268686,5951496
48725,N039,R251,01-00-02,96 ST,BC,IND,06/13/2020,16:00:00,REGULAR,6268686,5951560
48726,N039,R251,01-00-02,96 ST,BC,IND,06/13/2020,20:00:00,REGULAR,6268686,5951604
48727,N039,R251,01-00-02,96 ST,BC,IND,06/14/2020,00:00:00,REGULAR,6268686,5951621
48764,N039,R251,01-06-00,96 ST,BC,IND,06/13/2020,04:00:00,REGULAR,606630,218456
48765,N039,R251,01-06-00,96 ST,BC,IND,06/13/2020,08:00:00,REGULAR,606630,218456
48766,N039,R251,01-06-00,96 ST,BC,IND,06/13/2020,12:00:00,REGULAR,606631,218456
48767,N039,R251,01-06-00,96 ST,BC,IND,06/13/2020,16:00:00,REGULAR,606631,218456
48768,N039,R251,01-06-00,96 ST,BC,IND,06/13/2020,20:00:00,REGULAR,606631,218456
48769,N039,R251,01-06-00,96 ST,BC,IND,06/14/2020,00:00:00,REGULAR,606631,218457
48806,N039,R251,01-06-01,96 ST,BC,IND,06/13/2020,04:00:00,REGULAR,982159,637133
48807,N039,R251,01-06-01,96 ST,BC,IND,06/13/2020,08:00:00,REGULAR,982159,637133
48808,N039,R251,01-06-01,96 ST,BC,IND,06/13/2020,12:00:00,REGULAR,982160,637135
48809,N039,R251,01-06-01,96 ST,BC,IND,06/13/2020,16:00:00,REGULAR,982164,637141
48810,N039,R251,01-06-01,96 ST,BC,IND,06/13/2020,20:00:00,REGULAR,982169,637144
48811,N039,R251,01-06-01,96 ST,BC,IND,06/14/2020,00:00:00,REGULAR,982170,637144
48848,N040,R251,00-00-00,96 ST,BC,IND,06/13/2020,04:00:00,REGULAR,727669,1905094
48849,N040,R251,00-00-00,96 ST,BC,IND,06/13/2020,08:00:00,REGULAR,727671,1905111
48850,N040,R251,00-00-00,96 ST,BC,IND,06/13/2020,12:00:00,REGULAR,727682,1905160
48851,N040,R251,00-00-00,96 ST,BC,IND,06/13/2020,16:00:00,REGULAR,727689,1905215
48852,N040,R251,00-00-00,96 ST,BC,IND,06/13/2020,20:00:00,REGULAR,727704,1905272
48853,N040,R251,00-00-00,96 ST,BC,IND,06/14/2020,00:00:00,REGULAR,727714,1905288
48890,N040,R251,00-00-01,96 ST,BC,IND,06/13/2020,04:00:00,REGULAR,8281735,10732183
48891,N040,R251,00-00-01,96 ST,BC,IND,06/13/2020,08:00:00,REGULAR,8281736,10732204
48892,N040,R251,00-00-01,96 ST,BC,IND,06/13/2020,12:00:00,REGULAR,8281741,10732248
48893,N040,R251,00-00-01,96 ST,BC,IND,06/13/2020,16:00:00,REGULAR,8281762,10732306
48894,N040,R251,00-00-01,96 ST,BC,IND,06/13/2020,20:00:00,REGULAR,8281794,10732373
48895,N040,R251,00-00-01,96 ST,BC,IND,06/14/2020,00:00:00,REGULAR,8281806,10732402
48932,N040,R251,00-00-02,96 ST,BC,IND,06/13/2020,04:00:00,REGULAR,11909057,7495235
48933,N040,R251,00-00-02,96 ST,BC,IND,06/13/2020,08:00:00,REGULAR,11909060,7495255
48934,N040,R251,00-00-02,96 ST,BC,IND,06/13/2020,12:00:00,REGULAR,11909089,7495299
48935,N040,R251,00-00-02,96 ST,BC,IND,06/13/2020,16:00:00,REGULAR,11909163,7495348
48936,N040,R251,00-00-02,96 ST,BC,IND,06/13/2020,20:00:00,REGULAR,11909258,7495399
48937,N040,R251,00-00-02,96 ST,BC,IND,06/14/2020,00:00:00,REGULAR,11909318,7495416
144357,R168A,R168,00-00-00,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,2012613,2086391
144358,R168A,R168,00-00-00,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,2012632,2086444
144359,R168A,R168,00-00-00,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,2012652,2086514
144360,R168A,R168,00-00-00,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,2012687,2086617
144361,R168A,R168,00-00-00,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,2012719,2086686
144362,R168A,R168,00-00-00,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,2012732,2086721
144399,R168A,R168,00-00-01,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,6369299,2651571
144400,R168A,R168,00-00-01,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,6369320,2651607
144401,R168A,R168,00-00-01,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,6369355,2651668
144402,R168A,R168,00-00-01,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,6369415,2651741
144403,R168A,R168,00-00-01,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,6369453,2651796
144404,R168A,R168,00-00-01,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,6369473,2651819
144441,R168A,R168,00-00-02,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,141501,89710
144442,R168A,R168,00-00-02,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,141523,89748
144443,R168A,R168,00-00-02,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,141566,89790
144444,R168A,R168,00-00-02,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,141624,89879
144445,R168A,R168,00-00-02,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,141669,89933
144446,R168A,R168,00-00-02,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,141683,89971
144483,R168A,R168,00-02-00,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,6667350,7895385
144484,R168A,R168,00-02-00,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,6667356,7895423
144485,R168A,R168,00-02-00,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,6667377,7895475
144486,R168A,R168,00-02-00,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,6667401,7895547
144487,R168A,R168,00-02-00,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,6667429,7895596
144488,R168A,R168,00-02-00,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,6667438,7895622
144525,R168A,R168,00-03-00,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,4663683,10436307
144526,R168A,R168,00-03-00,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,4663695,10436349
144527,R168A,R168,00-03-00,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,4663723,10436401
144528,R168A,R168,00-03-00,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,4663761,10436483
144529,R168A,R168,00-03-00,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,4663779,10436550
144530,R168A,R168,00-03-00,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,4663796,10436573
144567,R168A,R168,00-03-01,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,4162885,5248927
144568,R168A,R168,00-03-01,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,4162908,5248959
144569,R168A,R168,00-03-01,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,4162949,5249000
144570,R168A,R168,00-03-01,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,4163009,5249060
144571,R168A,R168,00-03-01,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,4163059,5249105
144572,R168A,R168,00-03-01,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,4163085,5249136
144609,R168A,R168,00-03-02,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,12193338,11768658
144610,R168A,R168,00-03-02,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,12193364,11768678
144611,R168A,R168,00-03-02,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,12193421,11768704
144612,R168A,R168,00-03-02,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,12193514,11768739
144613,R168A,R168,00-03-02,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,12193573,11768769
144614,R168A,R168,00-03-02,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,12193615,11768794
144651,R169,R168,01-00-00,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,1832335,2517744
144652,R169,R168,01-00-00,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,1832335,2517779
144653,R169,R168,01-00-00,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,1832335,2517843
144654,R169,R168,01-00-00,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,1832335,2517905
144655,R169,R168,01-00-00,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,1832335,2517938
144656,R169,R168,01-00-00,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,1832335,2517961
144693,R169,R168,01-00-01,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,1697735,1044315
144694,R169,R168,01-00-01,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,1697761,1044327
144695,R169,R168,01-00-01,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,1697822,1044345
144696,R169,R168,01-00-01,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,1697889,1044383
144697,R169,R168,01-00-01,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,1697935,1044417
144698,R169,R168,01-00-01,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,1697957,1044432
144735,R169,R168,01-00-02,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,628034,463320
144736,R169,R168,01-00-02,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,628045,463335
144737,R169,R168,01-00-02,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,628073,463352
144738,R169,R168,01-00-02,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,628105,463383
144739,R169,R168,01-00-02,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,628132,463401
144740,R169,R168,01-00-02,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,628150,463423
144777,R169,R168,01-00-03,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,3286366,3588182
144778,R169,R168,01-00-03,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,3286376,3588196
144779,R169,R168,01-00-03,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,3286392,3588221
144780,R169,R168,01-00-03,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,3286420,3588250
144781,R169,R168,01-00-03,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,3286442,3588273
144782,R169,R168,01-00-03,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,3286449,3588288
144819,R169,R168,01-00-04,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,824555,1513797
144820,R169,R168,01-00-04,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,824570,1513816
144821,R169,R168,01-00-04,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,824582,1513860
144822,R169,R168,01-00-04,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,824621,1513898
144823,R169,R168,01-00-04,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,824650,1513946
144824,R169,R168,01-00-04,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,824665,1513969
144861,R169,R168,01-00-05,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,1072063,2247857
144862,R169,R168,01-00-05,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,1072073,2247892
144863,R169,R168,01-00-05,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,1072091,2247962
144864,R169,R168,01-00-05,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,1072133,2248038
144865,R169,R168,01-00-05,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,1072175,2248096
144866,R169,R168,01-00-05,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,1072197,2248131
144903,R169,R168,01-03-00,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,4070145,21252181
144904,R169,R168,01-03-00,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,4070175,21252332
144905,R169,R168,01-03-00,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,4070212,21252485
144906,R169,R168,01-03-00,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,4070279,21252721
144907,R169,R168,01-03-00,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,4070341,21252874
144908,R169,R168,01-03-00,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,4070383,21252974
144945,R169,R168,01-03-01,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,1597085,3968033
144946,R169,R168,01-03-01,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,1597121,3968111
144947,R169,R168,01-03-01,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,1597168,3968214
144948,R169,R168,01-03-01,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,1597256,3968331
144949,R169,R168,01-03-01,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,1597330,3968434
144950,R169,R168,01-03-01,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,1597376,3968481
144987,R169,R168,01-03-02,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,9437276,9048760
144988,R169,R168,01-03-02,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,9437310,9048816
144989,R169,R168,01-03-02,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,9437359,9048879
144990,R169,R168,01-03-02,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,9437447,9048978
144991,R169,R168,01-03-02,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,9437521,9049045
144992,R169,R168,01-03-02,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,9437574,9049078
145029,R169,R168,01-03-03,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,10856046,4324098
145030,R169,R168,01-03-03,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,10856089,4324156
145031,R169,R168,01-03-03,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,10856176,4324221
145032,R169,R168,01-03-03,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,10856298,4324329
145033,R169,R168,01-03-03,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,10856396,4324370
145034,R169,R168,01-03-03,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,10856442,4324406
145071,R169,R168,01-03-04,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,2358836,575507
145072,R169,R168,01-03-04,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,2358888,575577
145073,R169,R168,01-03-04,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,2358972,575658
145074,R169,R168,01-03-04,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,2359096,575758
145075,R169,R168,01-03-04,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,2359183,575819
145076,R169,R168,01-03-04,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,2359246,575852
145113,R169,R168,01-03-05,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,22814434,14767582
145114,R169,R168,01-03-05,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,22814474,14767689
145115,R169,R168,01-03-05,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,22814547,14767748
145116,R169,R168,01-03-05,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,22814654,14767824
145117,R169,R168,01-03-05,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,22814714,14767881
145118,R169,R168,01-03-05,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,22814761,14767916
145155,R169,R168,01-05-00,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,4180,0
145156,R169,R168,01-05-00,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,4180,0
145157,R169,R168,01-05-00,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,4180,0
145158,R169,R168,01-05-00,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,4180,0
145159,R169,R168,01-05-00,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,4180,0
145160,R169,R168,01-05-00,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,4180,0
145197,R169,R168,01-05-01,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,0,1640
145198,R169,R168,01-05-01,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,0,1640
145199,R169,R168,01-05-01,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,0,1640
145200,R169,R168,01-05-01,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,0,1640
145201,R169,R168,01-05-01,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,0,1640
145202,R169,R168,01-05-01,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,0,1640
145239,R169,R168,01-07-00,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,67110861,16777216
145240,R169,R168,01-07-00,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,67110861,16777216
145241,R169,R168,01-07-00,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,67110861,16777216
145242,R169,R168,01-07-00,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,67110861,16777216
145243,R169,R168,01-07-00,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,67110862,16777216
145244,R169,R168,01-07-00,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,67110862,16777216
145281,R169,R168,01-07-01,96 ST,123,IRT,06/13/2020,05:00:00,REGULAR,131072,66550
145282,R169,R168,01-07-01,96 ST,123,IRT,06/13/2020,09:00:00,REGULAR,131072,66550
145283,R169,R168,01-07-01,96 ST,123,IRT,06/13/2020,13:00:00,REGULAR,131072,66550
145284,R169,R168,01-07-01,96 ST,123,IRT,06/13/2020,17:00:00,REGULAR,131072,66550
145285,R169,R168,01-07-01,96 ST,123,IRT,06/13/2020,21:00:00,REGULAR,131072,66550
145286,R169,R168,01-07-01,96 ST,123,IRT,06/14/2020,01:00:00,REGULAR,131072,66550
