,C/A,UNIT,SCP,STATION,LINENAME,DIVISION,DATE,TIME,DESC,ENTRIES,EXITS                                                               
144621,R168A,R168,00-03-02,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,12193865,11768936
144622,R168A,R168,00-03-02,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,12193923,11768986
144623,R168A,R168,00-03-02,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,12193992,11769028
144624,R168A,R168,00-03-02,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,12194150,11769067
144625,R168A,R168,00-03-02,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,12194263,11769100
144626,R168A,R168,00-03-02,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,12194293,11769123
144663,R169,R168,01-00-00,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,1832335,2518114
144664,R169,R168,01-00-00,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,1832335,2518172
144665,R169,R168,01-00-00,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,1832335,2518225
144666,R169,R168,01-00-00,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,1832335,2518295
144667,R169,R168,01-00-00,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,1832335,2518335
144668,R169,R168,01-00-00,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,1832335,2518358
144705,R169,R168,01-00-01,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,1698065,1044512
144706,R169,R168,01-00-01,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,1698095,1044534
144707,R169,R168,01-00-01,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,1698129,1044560
144708,R169,R168,01-00-01,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,1698199,1044596
144709,R169,R168,01-00-01,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,1698249,1044625
144710,R169,R168,01-00-01,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,1698267,1044634
144747,R169,R168,01-00-02,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,628220,463497
144748,R169,R168,01-00-02,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,628250,463520
144749,R169,R168,01-00-02,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,628266,463544
144750,R169,R168,01-00-02,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,628316,463575
144751,R169,R168,01-00-02,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,628338,463594
144752,R169,R168,01-00-02,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,628350,463608
144789,R169,R168,01-00-03,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,3286524,3588370
144790,R169,R168,01-00-03,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,3286539,3588405
144791,R169,R168,01-00-03,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,3286559,3588437
144792,R169,R168,01-00-03,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,3286602,3588465
144793,R169,R168,01-00-03,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,3286633,3588499
144794,R169,R168,01-00-03,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,3286642,3588509
144831,R169,R168,01-00-04,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,824757,1514103
144832,R169,R168,01-00-04,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,824782,1514160
144833,R169,R168,01-00-04,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,824819,1514204
144834,R169,R168,01-00-04,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,824879,1514255
144835,R169,R168,01-00-04,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,824922,1514297
144836,R169,R168,01-00-04,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,824940,1514317
144873,R169,R168,01-00-05,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,1072329,2248355
144874,R169,R168,01-00-05,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,1072363,2248441
144875,R169,R168,01-00-05,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,1072407,2248519
144876,R169,R168,01-00-05,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,1072480,2248612
144877,R169,R168,01-00-05,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,1072542,2248684
144878,R169,R168,01-00-05,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,1072559,2248706
144915,R169,R168,01-03-00,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,4070582,21253690
144916,R169,R168,01-03-00,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,4070619,21254014
144917,R169,R168,01-03-00,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,4070652,21254286
144918,R169,R168,01-03-00,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,4070755,21254565
144919,R169,R168,01-03-00,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,4070827,21254756
144920,R169,R168,01-03-00,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,4070859,21254862
144957,R169,R168,01-03-01,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,1597622,3968896
144958,R169,R168,01-03-01,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,1597680,3969061
144959,R169,R168,01-03-01,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,1597724,3969193
144960,R169,R168,01-03-01,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,1597878,3969337
144961,R169,R168,01-03-01,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,1597977,3969458
144962,R169,R168,01-03-01,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,1598017,3969514
144999,R169,R168,01-03-02,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,9437828,9049354
145000,R169,R168,01-03-02,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,9437894,9049474
145001,R169,R168,01-03-02,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,9437970,9049568
145002,R169,R168,01-03-02,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,9438159,9049666
145003,R169,R168,01-03-02,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,9438271,9049751
145004,R169,R168,01-03-02,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,9438319,9049773
145041,R169,R168,01-03-03,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,10856720,4324668
145042,R169,R168,01-03-03,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,10856800,4324816
145043,R169,R168,01-03-03,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,10856922,4324911
145044,R169,R168,01-03-03,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,10857105,4325020
145045,R169,R168,01-03-03,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,10857235,4325100
145046,R169,R168,01-03-03,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,10857271,4325124
145083,R169,R168,01-03-04,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,2359584,576141
145084,R169,R168,01-03-04,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,2359688,576286
145085,R169,R168,01-03-04,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,2359816,576395
145086,R169,R168,01-03-04,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,2360028,576496
145087,R169,R168,01-03-04,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,2360176,576561
145088,R169,R168,01-03-04,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,2360235,576594
145125,R169,R168,01-03-05,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,22815023,14768202
145126,R169,R168,01-03-05,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,22815115,14768308
145127,R169,R168,01-03-05,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,22815219,14768387
145128,R169,R168,01-03-05,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,22815355,14768476
145129,R169,R168,01-03-05,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,22815477,14768529
145130,R169,R168,01-03-05,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,22815512,14768564
145167,R169,R168,01-05-00,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,4180,0
145168,R169,R168,01-05-00,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,4180,0
145169,R169,R168,01-05-00,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,4180,0
145170,R169,R168,01-05-00,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,4180,0
145171,R169,R168,01-05-00,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,4180,0
145172,R169,R168,01-05-00,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,4180,0
145209,R169,R168,01-05-01,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,0,1640
145210,R169,R168,01-05-01,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,0,1640
145211,R169,R168,01-05-01,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,0,1640
145212,R169,R168,01-05-01,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,0,1640
145213,R169,R168,01-05-01,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,0,1640
145214,R169,R168,01-05-01,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,0,1640
145251,R169,R168,01-07-00,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,67110862,16777216
145252,R169,R168,01-07-00,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,67110862,16777216
145253,R169,R168,01-07-00,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,67110862,16777216
145254,R169,R168,01-07-00,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,67110862,16777216
145255,R169,R168,01-07-00,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,67110862,16777216
145256,R169,R168,01-07-00,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,67110862,16777216
145293,R169,R168,01-07-01,96 ST,123,IRT,06/15/2020,05:00:00,REGULAR,131072,66550
145294,R169,R168,01-07-01,96 ST,123,IRT,06/15/2020,09:00:00,REGULAR,131072,66550
145295,R169,R168,01-07-01,96 ST,123,IRT,06/15/2020,13:00:00,REGULAR,131072,66550
145296,R169,R168,01-07-01,96 ST,123,IRT,06/15/2020,17:00:00,REGULAR,131072,66550
145297,R169,R168,01-07-01,96 ST,123,IRT,06/15/2020,21:00:00,REGULAR,131072,66550
145298,R169,R168,01-07-01,96 ST,123,IRT,06/16/2020,01:00:00,REGULAR,131072,66550
166194,R251,R144,00-00-00,96 ST,6,IRT,06/15/2020,05:00:00,REGULAR,23865221,15662116
166195,R251,R144,00-00-00,96 ST,6,IRT,06/15/2020,09:00:00,REGULAR,23865312,15662492
166196,R251,R144,00-00-00,96 ST,6,IRT,06/15/2020,13:00:00,REGULAR,23865435,15662710
166197,R251,R144,00-00-00,96 ST,6,IRT,06/15/2020,17:00:00,REGULAR,23865691,15662888
166198,R251,R144,00-00-00,96 ST,6,IRT,06/15/2020,21:00:00,REGULAR,23865875,15663005
166199,R251,R144,00-00-00,96 ST,6,IRT,06/16/2020,01:00:00,REGULAR,23865942,15663056
166236,R251,R144,00-00-01,96 ST,6,IRT,06/15/2020,05:00:00,REGULAR,24539194,9058600
166237,R251,R144,00-00-01,96 ST,6,IRT,06/15/2020,09:00:00,REGULAR,24539249,9058753
166238,R251,R144,00-00-01,96 ST,6,IRT,06/15/2020,13:00:00,REGULAR,24539316,9058846
166239,R251,R144,00-00-01,96 ST,6,IRT,06/15/2020,17:00:00,REGULAR,24539458,9058919
166240,R251,R144,00-00-01,96 ST,6,IRT,06/15/2020,21:00:00,REGULAR,24539558,9058963
166241,R251,R144,00-00-01,96 ST,6,IRT,06/16/2020,01:00:00,REGULAR,24539586,9058981
166278,R251,R144,00-00-02,96 ST,6,IRT,06/15/2020,05:00:00,REGULAR,17852518,4551520
166279,R251,R144,00-00-02,96 ST,6,IRT,06/15/2020,09:00:00,REGULAR,17852555,4551638
166280,R251,R144,00-00-02,96 ST,6,IRT,06/15/2020,13:00:00,REGULAR,17852591,4551689
166281,R251,R144,00-00-02,96 ST,6,IRT,06/15/2020,17:00:00,REGULAR,17852699,4551740
166282,R251,R144,00-00-02,96 ST,6,IRT,06/15/2020,21:00:00,REGULAR,17852769,4551759
166283,R251,R144,00-00-02,96 ST,6,IRT,06/16/2020,01:00:00,REGULAR,17852796,4551763
166320,R251,R144,00-03-00,96 ST,6,IRT,06/15/2020,05:00:00,REGULAR,19530762,3670921
166321,R251,R144,00-03-00,96 ST,6,IRT,06/15/2020,09:00:00,REGULAR,19530798,3671023
166322,R251,R144,00-03-00,96 ST,6,IRT,06/15/2020,13:00:00,REGULAR,19530834,3671064
166323,R251,R144,00-03-00,96 ST,6,IRT,06/15/2020,17:00:00,REGULAR,19530972,3671101
166324,R251,R144,00-03-00,96 ST,6,IRT,06/15/2020,21:00:00,REGULAR,19531102,3671118
166325,R251,R144,00-03-00,96 ST,6,IRT,06/16/2020,01:00:00,REGULAR,19531128,3671130
166362,R251,R144,00-03-01,96 ST,6,IRT,06/15/2020,05:00:00,REGULAR,3950806,587940
166363,R251,R144,00-03-01,96 ST,6,IRT,06/15/2020,09:00:00,REGULAR,3950852,588040
166364,R251,R144,00-03-01,96 ST,6,IRT,06/15/2020,13:00:00,REGULAR,3950915,588089
166365,R251,R144,00-03-01,96 ST,6,IRT,06/15/2020,17:00:00,REGULAR,3951149,588133
166366,R251,R144,00-03-01,96 ST,6,IRT,06/15/2020,21:00:00,REGULAR,3951316,588148
166367,R251,R144,00-03-01,96 ST,6,IRT,06/16/2020,01:00:00,REGULAR,3951352,588157
166404,R251,R144,00-03-02,96 ST,6,IRT,06/15/2020,05:00:00,REGULAR,645949502,263465
166405,R251,R144,00-03-02,96 ST,6,IRT,06/15/2020,09:00:00,REGULAR,645949644,263633
166406,R251,R144,00-03-02,96 ST,6,IRT,06/15/2020,13:00:00,REGULAR,645949815,263764
166407,R251,R144,00-03-02,96 ST,6,IRT,06/15/2020,17:00:00,REGULAR,645950331,263841
166408,R251,R144,00-03-02,96 ST,6,IRT,06/15/2020,21:00:00,REGULAR,645950721,263891
166409,R251,R144,00-03-02,96 ST,6,IRT,06/16/2020,01:00:00,REGULAR,645950810,263923
